Date,X_t,X_t-1,X_t-2,X_t-3,X_t-4,X_t-5,X_t-6,X_t-7,X_t-8,X_t-9,X_t-10,X_t-11,X_t-12,X_t-13,X_t-14,X_t-15,X_t-16,X_t-17,X_t-18,X_t-19,X_t-20,X_t-21,X_t-22,X_t-23,X_t-24,X_t-25,Pos_t-1,Neu_t-1,Neg_t-1
2017-07-18,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,948.09,972.09,986.09,976.62,978.59,968.99,975.22,958.62,960.18,967.93,970.5,,,
2017-07-19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,948.09,972.09,986.09,976.62,978.59,968.99,975.22,958.62,960.18,967.93,0.0,1.0,0.0
2017-07-20,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,948.09,972.09,986.09,976.62,978.59,968.99,975.22,958.62,960.18,0.0,1.0,0.0
2017-07-21,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,948.09,972.09,986.09,976.62,978.59,968.99,975.22,958.62,,,
2017-07-24,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,948.09,972.09,986.09,976.62,978.59,968.99,975.22,0.0,1.0,0.0
2017-07-25,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,948.09,972.09,986.09,976.62,978.59,968.99,0.0,1.0,0.0
2017-07-26,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,948.09,972.09,986.09,976.62,978.59,0.0,1.0,0.0
2017-07-27,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,948.09,972.09,986.09,976.62,0.0,0.649,0.351
2017-07-28,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,948.09,972.09,986.09,,,
2017-07-31,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,948.09,972.09,0.0,1.0,0.0
2017-08-01,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,948.09,,,
2017-08-02,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,961.01,,,
2017-08-03,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,937.82,,,
2017-08-04,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,929.68,,,
2017-08-07,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,919.46,0.0,1.0,0.0
2017-08-08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,919.46,0.0,0.924,0.076
2017-08-09,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,932.26,0.0,0.6788000000000001,0.32120000000000004
2017-08-10,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,927.69,0.0,0.8975,0.1025
2017-08-11,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,940.81,0.0,0.7764,0.22360000000000002
2017-08-14,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,951.0,0.14566666666666667,0.6825,0.17183333333333337
2017-08-15,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,953.53,0.0,1.0,0.0
2017-08-16,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,967.66,,,
2017-08-17,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,968.85,,,
